SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28,SC29,SC30,SC31,SC32,SC33,SC34,SC35,SC36,SC37,SC38,SC39,SC40,SC41,AVERAGE
56.0,81.0,54.0,68.0,62.0,50.0,50.0,65.0,60.0,60.0,55.0,19.0,40.0,62.0,48.0,45.0,58.0,41.0,45.0,38.0,59.0,55.0,63.0,56.0,53.0,58.0,69.0,49.0,46.0,0.0,45.0,24.0,54.0,58.0,15.0,60.0,40.0,52.0,60.0,74.0,46.0,51.0
54.0,55.0,63.0,51.0,75.0,60.0,62.0,58.0,77.0,48.0,52.0,70.0,46.0,46.0,61.0,71.0,62.0,68.0,65.0,54.0,73.0,65.0,60.0,60.0,71.0,58.0,71.0,52.0,62.0,70.0,59.0,70.0,48.0,71.0,75.0,58.0,64.0,66.0,45.0,57.0,72.0,61.6
55.0,50.0,75.0,63.0,50.0,60.0,71.0,88.0,56.0,55.0,60.0,50.0,68.0,56.0,72.0,57.0,62.0,63.0,74.0,53.0,52.0,50.0,71.0,63.0,70.0,65.0,45.0,70.0,45.0,68.0,64.0,70.0,68.0,66.0,57.0,55.0,55.0,67.0,63.0,53.0,68.0,61.5
24.0,15.0,12.0,28.0,36.0,12.0,20.0,4.0,57.0,24.0,41.0,31.0,19.0,21.0,50.0,21.0,46.0,25.0,32.0,43.0,48.0,43.0,44.0,48.0,51.0,71.0,42.0,46.0,22.0,24.0,28.0,0.0,42.0,43.0,50.0,51.0,46.0,22.0,33.0,21.0,0.9,32.6
41.0,12.0,45.0,24.0,11.0,37.0,46.0,48.0,53.0,23.0,50.0,31.0,46.0,52.0,61.0,28.0,40.0,45.0,70.0,27.0,41.0,41.0,54.0,7.0,40.0,40.0,31.0,9.0,45.0,28.0,32.0,34.0,30.0,63.0,42.0,0.0,0.0,50.0,1.3,49.3,47.8,36.0
57.0,70.0,60.0,57.0,63.0,61.0,53.0,58.0,64.0,61.0,61.0,74.0,19.0,65.0,50.0,72.0,40.0,58.0,71.0,40.0,56.0,55.0,52.0,60.0,45.0,80.0,68.0,62.0,69.0,77.0,55.0,50.0,57.0,64.0,47.0,51.0,51.0,60.0,58.0,64.0,73.0,58.7
42.0,46.0,45.0,63.0,57.0,52.0,28.0,71.0,43.0,62.0,24.0,60.0,50.0,55.0,55.0,16.0,33.0,49.0,53.0,56.0,41.0,68.0,47.0,16.0,70.0,37.0,60.0,2.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,47.6
63.0,65.0,43.0,46.0,19.0,17.0,48.0,47.0,34.0,66.0,45.0,45.0,46.0,50.0,47.0,32.0,27.0,50.0,25.0,53.0,53.0,56.0,50.0,47.0,33.0,1.7,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,45.4
57.0,56.0,50.0,55.0,54.0,64.0,55.0,54.0,50.0,45.0,46.0,65.0,62.0,45.0,47.0,60.0,56.0,60.0,54.0,55.0,72.0,70.0,46.0,40.0,41.0,45.0,54.0,60.0,40.0,60.0,50.0,40.0,50.0,45.0,40.0,46.0,62.0,58.0,63.0,54.0,0.0,51.9
51.0,63.0,75.0,64.0,45.0,45.0,49.0,51.0,45.0,39.0,52.0,50.0,45.0,45.0,45.0,64.0,34.0,51.0,53.0,68.0,52.0,47.0,60.0,62.0,33.0,65.0,46.0,33.0,4.0,60.0,51.0,46.0,40.0,61.0,56.0,66.0,52.0,64.0,26.0,35.0,46.0,49.7
29.0,53.0,56.0,28.0,18.0,54.0,38.0,45.0,47.0,0.0,38.0,0.0,0.0,48.0,50.0,0.0,13.0,0.0,55.0,53.0,40.0,55.0,43.0,40.0,40.0,1.3,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,38.9
61.0,80.0,74.0,58.0,68.0,67.0,61.0,52.0,78.0,61.0,65.0,76.0,40.0,62.0,59.0,55.0,54.0,61.0,63.0,40.0,65.0,56.0,27.0,63.0,51.0,80.0,59.0,58.0,61.0,77.0,53.0,45.0,53.0,53.0,39.0,45.0,26.0,50.0,51.0,45.0,76.0,57.8
47.0,50.0,48.0,45.0,80.0,51.0,48.0,55.0,66.0,48.0,55.0,57.0,50.0,34.0,57.0,54.0,45.0,65.0,71.0,47.0,50.0,60.0,52.0,65.0,64.0,48.0,58.0,41.0,60.0,48.0,47.0,72.0,40.0,60.0,60.0,55.0,58.0,47.0,47.0,38.0,55.0,53.6
40.0,71.0,56.0,51.0,51.0,52.0,52.0,53.0,66.0,61.0,52.0,64.0,76.0,49.0,64.0,57.0,56.0,74.0,40.0,60.0,65.0,61.0,53.0,43.0,69.0,64.0,65.0,62.0,62.0,45.0,41.0,70.0,50.0,56.0,41.0,55.0,65.0,54.0,50.0,72.0,3.3,55.9
26.0,45.0,46.0,68.0,54.0,28.0,23.0,67.0,40.0,75.0,48.0,34.0,16.0,71.0,27.0,51.0,55.0,58.0,37.0,46.0,21.0,50.0,40.0,40.0,44.0,1.8,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,45.5
68.0,83.0,83.0,61.0,82.0,74.0,63.0,71.0,76.0,71.0,61.0,75.0,60.0,70.0,60.0,87.0,75.0,46.0,66.0,40.0,65.0,63.0,72.0,69.0,59.0,76.0,65.0,63.0,77.0,77.0,74.0,61.0,71.0,66.0,60.0,66.0,52.0,54.0,80.0,81.0,60.0,67.9
68.0,71.0,81.0,73.0,66.0,85.0,88.0,65.0,74.0,98.0,62.0,81.0,61.0,68.0,71.0,57.0,87.0,77.0,78.0,63.0,70.0,77.0,71.0,73.0,80.0,74.0,70.0,76.0,88.0,61.0,83.0,81.0,80.0,73.0,71.0,75.0,70.0,72.0,64.0,74.0,76.0,74.0
39.0,46.0,72.0,48.0,45.0,45.0,45.0,37.0,46.0,39.0,60.0,45.0,27.0,24.0,30.0,53.0,45.0,54.0,67.0,45.0,32.0,54.0,52.0,54.0,52.0,45.0,66.0,45.0,61.0,45.0,74.0,70.0,50.0,53.0,57.0,52.0,61.0,56.0,45.0,35.0,46.0,49.2
54.0,50.0,63.0,23.0,32.0,55.0,61.0,37.0,52.0,52.0,45.0,36.0,53.0,29.0,27.0,55.0,47.0,72.0,58.0,61.0,48.0,46.0,61.0,32.0,70.0,54.0,53.0,45.0,13.0,55.0,46.0,57.0,13.0,52.0,53.0,43.0,22.0,53.0,27.0,30.0,41.0,45.8
59.0,54.0,73.0,60.0,46.0,50.0,47.0,50.0,54.0,50.0,45.0,60.0,53.0,45.0,45.0,64.0,57.0,46.0,50.0,51.0,53.0,50.0,67.0,51.0,52.0,45.0,45.0,55.0,47.0,47.0,67.0,78.0,67.0,63.0,45.0,55.0,72.0,61.0,36.0,68.0,68.0,54.9
48.0,50.0,45.0,45.0,44.0,45.0,41.0,37.0,53.0,30.0,33.0,56.0,44.0,32.0,50.0,48.0,26.0,46.0,55.0,67.0,46.0,48.0,55.0,65.0,40.0,47.0,43.0,40.0,18.0,51.0,48.0,51.0,25.0,55.0,60.0,28.0,50.0,17.0,31.0,38.0,67.0,44.3
61.0,48.0,60.0,78.0,45.0,45.0,31.0,61.0,60.0,31.0,50.0,70.0,24.0,26.0,65.0,24.0,63.0,45.0,51.0,57.0,52.0,37.0,62.0,70.0,78.0,62.0,63.0,45.0,63.0,45.0,81.0,74.0,60.0,84.0,73.0,51.0,71.0,76.0,60.0,73.0,62.0,57.0
41.0,35.0,62.0,33.0,28.0,17.0,20.0,50.0,31.0,51.0,35.0,25.0,29.0,23.0,70.0,64.0,45.0,46.0,24.0,38.0,40.0,47.0,71.0,53.0,60.0,27.0,45.0,45.0,53.0,45.0,67.0,52.0,40.0,45.0,53.0,12.0,54.0,36.0,50.0,45.0,50.0,42.9
47.0,60.0,70.0,60.0,58.0,52.0,55.0,41.0,65.0,50.0,72.0,68.0,50.0,57.0,57.0,50.0,54.0,63.0,46.0,61.0,55.0,60.0,59.0,56.0,64.0,72.0,63.0,57.0,61.0,61.0,21.0,45.0,40.0,40.0,41.0,76.0,58.0,45.0,47.0,68.0,3.1,54.3
43.0,65.0,41.0,48.0,61.0,32.0,26.0,45.0,64.0,32.0,77.0,60.0,50.0,60.0,60.0,55.0,75.0,67.0,45.0,58.0,49.0,67.0,63.0,55.0,69.0,80.0,47.0,57.0,60.0,53.0,50.0,51.0,55.0,56.0,41.0,50.0,40.0,61.0,61.0,2.9,47.8,53.2
40.0,39.0,51.0,41.0,48.0,40.0,15.0,40.0,65.0,31.0,26.0,4.0,56.0,57.0,67.0,56.0,43.0,69.0,74.0,54.0,46.0,59.0,45.0,27.0,21.0,25.0,50.0,55.0,57.0,66.0,49.0,46.0,54.0,61.0,2.0,50.8,51.2,51.4,48.3,49.3,47.8,45.8
27.0,50.0,43.0,28.0,45.0,24.0,24.0,39.0,56.0,31.0,33.0,19.0,0.0,25.0,22.0,60.0,10.0,40.0,16.0,36.0,23.0,25.0,53.0,12.0,9.0,14.0,12.0,14.0,45.0,50.0,50.0,10.0,21.0,14.0,30.0,25.0,32.0,18.0,48.0,48.0,39.0,29.8
47.0,56.0,66.0,68.0,57.0,60.0,56.0,57.0,60.0,54.0,46.0,28.0,52.0,45.0,61.0,61.0,50.0,72.0,63.0,54.0,68.0,47.0,74.0,70.0,73.0,51.0,47.0,45.0,67.0,50.0,49.0,65.0,79.0,51.0,58.0,51.0,48.0,66.0,50.0,51.0,68.0,57.1
43.0,64.0,48.0,45.0,64.0,52.0,60.0,47.0,83.0,45.0,32.0,60.0,40.0,54.0,66.0,41.0,43.0,52.0,44.0,46.0,43.0,49.0,49.0,48.0,61.0,60.0,45.0,62.0,71.0,73.0,50.0,45.0,41.0,46.0,47.0,27.0,70.0,53.0,46.0,78.0,67.0,52.7
67.0,46.0,73.0,58.0,70.0,70.0,70.0,45.0,63.0,45.0,50.0,40.0,45.0,45.0,58.0,57.0,48.0,70.0,58.0,52.0,45.0,48.0,46.0,70.0,55.0,44.0,40.0,40.0,50.0,56.0,66.0,40.0,66.0,70.0,40.0,46.0,56.0,48.0,46.0,55.0,83.0,54.6
67.0,60.0,79.0,55.0,50.0,56.0,64.0,58.0,75.0,90.0,63.0,67.0,73.0,50.0,60.0,78.0,76.0,72.0,72.0,65.0,63.0,38.0,77.0,70.0,67.0,60.0,66.0,70.0,75.0,60.0,78.0,80.0,73.0,71.0,67.0,65.0,68.0,82.0,48.0,74.0,64.0,67.0
55.0,50.0,54.0,45.0,57.0,47.0,50.0,30.0,52.0,46.0,45.0,40.0,51.0,31.0,50.0,48.0,47.0,54.0,41.0,47.0,45.0,56.0,23.0,62.0,40.0,42.0,34.0,24.0,18.0,41.0,32.0,20.0,24.0,25.0,50.0,40.0,53.0,39.0,15.0,47.0,62.0,42.2
63.0,72.0,55.0,58.0,60.0,61.0,60.0,50.0,85.0,72.0,75.0,74.0,40.0,70.0,51.0,70.0,84.0,74.0,62.0,62.0,73.0,58.0,50.0,55.0,55.0,71.0,57.0,53.0,62.0,79.0,65.0,57.0,64.0,72.0,45.0,61.0,45.0,60.0,62.0,54.0,50.0,62.1
45.0,51.0,45.0,45.0,45.0,48.0,10.0,37.0,50.0,20.0,5.0,45.0,30.0,36.0,23.0,50.0,46.0,45.0,54.0,37.0,78.0,24.0,43.0,44.0,50.0,47.0,20.0,27.0,26.0,25.0,40.0,14.0,41.0,26.0,20.0,40.0,30.0,50.0,25.0,32.0,42.0,36.9
58.0,60.0,63.0,52.0,26.0,48.0,63.0,48.0,80.0,51.0,55.0,71.0,68.0,58.0,66.0,60.0,65.0,58.0,51.0,60.0,68.0,76.0,57.0,78.0,51.0,58.0,70.0,71.0,65.0,46.0,46.0,71.0,51.0,58.0,60.0,60.0,77.0,55.0,45.0,63.0,52.0,59.5
33.0,52.0,75.0,46.0,41.0,42.0,63.0,62.0,51.0,50.0,47.0,63.0,51.0,31.0,62.0,44.0,66.0,63.0,59.0,72.0,47.0,50.0,48.0,57.0,2.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,50.8
50.0,45.0,58.0,51.0,37.0,46.0,51.0,45.0,21.0,45.0,25.0,28.0,60.0,45.0,50.0,17.0,36.0,70.0,31.0,48.0,51.0,45.0,21.0,46.0,18.0,1.8,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,43.8
60.0,67.0,68.0,47.0,62.0,62.0,51.0,56.0,84.0,67.0,70.0,74.0,53.0,62.0,79.0,57.0,54.0,55.0,45.0,31.0,63.0,59.0,45.0,48.0,49.0,66.0,53.0,50.0,55.0,62.0,48.0,46.0,35.0,52.0,57.0,61.0,50.0,48.0,56.0,45.0,34.0,55.8
63.0,45.0,46.0,52.0,51.0,45.0,64.0,47.0,28.0,41.0,66.0,26.0,42.0,32.0,35.0,20.0,37.0,55.0,25.0,28.0,33.0,60.0,45.0,46.0,61.0,49.0,52.0,64.0,55.0,45.0,49.0,45.0,60.0,54.0,30.0,47.0,46.0,60.0,45.0,45.0,76.0,46.7
61.0,81.0,52.0,47.0,66.0,52.0,46.0,45.0,70.0,51.0,42.0,70.0,40.0,53.0,46.0,68.0,55.0,41.0,51.0,27.0,58.0,57.0,51.0,50.0,43.0,55.0,54.0,38.0,53.0,59.0,57.0,55.0,47.0,45.0,41.0,45.0,45.0,28.0,50.0,50.0,45.0,51.0
47.0,43.0,50.0,46.0,23.0,30.0,41.0,27.0,19.0,24.0,40.0,55.0,57.0,43.0,46.0,54.0,62.0,52.0,47.0,30.0,43.0,23.0,22.0,16.0,45.0,32.0,45.0,28.0,65.0,24.0,17.0,50.0,45.0,1.2,49.7,50.8,51.2,51.4,48.3,49.3,47.8,40.0
65.0,51.0,73.0,66.0,45.0,45.0,60.0,53.0,45.0,82.0,70.0,62.0,62.0,58.0,65.0,70.0,74.0,75.0,60.0,60.0,66.0,64.0,78.0,71.0,77.0,56.0,53.0,76.0,65.0,58.0,72.0,45.0,71.0,55.0,50.0,67.0,84.0,67.0,49.0,72.0,57.0,63.3
70.0,65.0,82.0,68.0,72.0,75.0,78.0,57.0,75.0,76.0,47.0,46.0,67.0,62.0,71.0,79.0,62.0,72.0,82.0,60.0,68.0,66.0,79.0,60.0,64.0,50.0,70.0,52.0,61.0,68.0,83.0,78.0,74.0,53.0,66.0,73.0,83.0,78.0,67.0,69.0,69.0,68.2
64.0,20.0,30.0,67.0,52.0,45.0,34.0,49.0,40.0,0.0,30.0,33.0,27.0,47.0,62.0,40.0,45.0,50.0,56.0,35.0,54.0,77.0,43.0,51.0,56.0,40.0,22.0,27.0,46.0,10.0,56.0,24.0,45.0,30.0,47.0,66.0,24.0,38.0,60.0,48.0,38.0,42.1
51.0,75.0,74.0,55.0,79.0,74.0,50.0,70.0,55.0,60.0,56.0,74.0,45.0,76.0,46.0,61.0,51.0,48.0,60.0,56.0,46.0,51.0,50.0,57.0,73.0,62.0,52.0,66.0,66.0,69.0,57.0,57.0,75.0,62.0,64.0,52.0,46.0,63.0,80.0,45.0,42.0,59.8
40.0,53.0,60.0,32.0,50.0,37.0,42.0,40.0,68.0,42.0,70.0,34.0,34.0,56.0,60.0,56.0,50.0,52.0,41.0,54.0,58.0,53.0,44.0,53.0,69.0,0.0,40.0,45.0,45.0,20.0,45.0,40.0,40.0,51.0,50.0,50.0,63.0,37.0,51.0,40.0,2.0,45.5
17.0,38.0,8.0,23.0,55.0,19.0,12.0,17.0,64.0,35.0,60.0,26.0,40.0,60.0,41.0,33.0,44.0,38.0,39.0,35.0,67.0,52.0,56.0,63.0,67.0,50.0,40.0,45.0,45.0,13.0,45.0,40.0,45.0,55.0,53.0,56.0,28.0,51.0,52.0,1.5,47.8,40.9
60.0,85.0,63.0,72.0,75.0,70.0,60.0,73.0,87.0,70.0,76.0,78.0,68.0,74.0,71.0,60.0,78.0,77.0,76.0,74.0,73.0,69.0,79.0,69.0,55.0,83.0,60.0,56.0,70.0,80.0,47.0,56.0,79.0,73.0,68.0,57.0,60.0,81.0,70.0,58.0,71.0,69.8
50.0,45.0,45.0,30.0,45.0,40.0,48.0,23.0,60.0,17.0,26.0,22.0,32.0,36.0,28.0,43.0,33.0,59.0,13.0,17.0,12.0,24.0,52.0,21.0,61.0,51.0,32.0,36.0,45.0,26.0,32.0,45.0,60.0,65.0,41.0,69.0,62.0,22.0,46.0,23.0,60.0,39.0
47.0,65.0,62.0,47.0,63.0,39.0,53.0,63.0,60.0,40.0,20.0,46.0,11.0,45.0,19.0,47.0,51.0,24.0,56.0,31.0,27.0,41.0,29.0,46.0,30.0,59.0,42.0,45.0,54.0,61.0,48.0,52.0,0.0,20.0,34.0,25.0,20.0,62.0,32.0,34.0,51.0,41.5
23.0,50.0,40.0,43.0,24.0,41.0,40.0,56.0,24.0,47.0,40.0,24.0,42.0,41.0,28.0,40.0,20.0,40.0,45.0,28.0,41.0,52.0,1.0,52.8,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,42.5
48.0,54.0,57.0,45.0,30.0,73.0,65.0,25.0,47.0,42.0,25.0,50.0,17.0,56.0,26.0,46.0,50.0,34.0,42.0,37.0,49.0,35.0,23.0,63.0,35.0,60.0,30.0,43.0,42.0,29.0,37.0,40.0,44.0,21.0,51.0,17.0,60.0,29.0,59.0,39.0,46.0,42.0
54.0,45.0,45.0,47.0,58.0,47.0,51.0,11.0,61.0,34.0,52.0,73.0,27.0,72.0,60.0,47.0,65.0,56.0,29.0,48.0,63.0,65.0,46.0,50.0,50.0,67.0,46.0,29.0,23.0,45.0,60.0,2.3,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,48.2
50.0,52.0,45.0,50.0,45.0,50.0,45.0,55.0,32.0,47.0,49.0,46.0,18.0,22.0,45.0,53.0,40.0,50.0,48.0,55.0,45.0,52.0,26.0,56.0,80.0,49.0,53.0,48.0,51.0,40.0,60.0,58.0,57.0,40.0,51.0,57.0,45.0,66.0,46.0,38.0,48.0,47.9
55.0,61.0,54.0,45.0,50.0,46.0,30.0,42.0,50.0,48.0,25.0,55.0,40.0,40.0,26.0,48.0,40.0,37.0,63.0,41.0,47.0,41.0,29.0,51.0,45.0,62.0,48.0,44.0,49.0,64.0,70.0,56.0,58.0,55.0,45.0,52.0,45.0,45.0,47.0,70.0,51.0,48.0
61.0,43.0,71.0,45.0,45.0,50.0,46.0,49.0,37.0,40.0,54.0,45.0,11.0,21.0,31.0,55.0,40.0,41.0,78.0,55.0,51.0,50.0,41.0,63.0,45.0,70.0,45.0,45.0,49.0,47.0,72.0,50.0,52.0,49.0,42.0,62.0,54.0,63.0,30.0,55.0,47.0,48.8
53.0,54.0,43.0,63.0,45.0,65.0,68.0,36.0,67.0,30.0,45.0,63.0,55.0,48.0,58.0,51.0,72.0,61.0,45.0,57.0,58.0,36.0,56.0,47.0,71.0,76.0,56.0,59.0,66.0,54.0,51.0,36.0,61.0,65.0,64.0,55.0,26.0,29.0,45.0,47.0,45.0,53.2
29.0,23.0,13.0,0.0,43.0,36.0,57.0,20.0,40.0,55.0,55.0,45.0,0.0,0.0,0.0,0.0,62.0,50.0,30.0,29.0,50.0,5.0,46.0,1.1,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,37.7
46.0,66.0,29.0,57.0,50.0,40.0,45.0,55.0,50.0,57.0,54.0,45.0,54.0,31.0,26.0,68.0,54.0,45.0,50.0,55.0,43.0,38.0,39.0,55.0,72.0,57.0,42.0,45.0,55.0,45.0,38.0,58.0,76.0,45.0,45.0,62.0,56.0,45.0,70.0,48.0,64.0,50.6
78.0,64.0,65.0,79.0,83.0,70.0,45.0,41.0,70.0,63.0,68.0,60.0,78.0,65.0,62.0,77.0,75.0,65.0,76.0,77.0,82.0,74.0,60.0,77.0,86.0,77.0,85.0,69.0,83.0,63.0,75.0,55.0,65.0,50.0,75.0,80.0,77.0,51.0,63.0,75.0,4.3,68.0
73.0,74.0,70.0,52.0,68.0,60.0,53.0,44.0,65.0,50.0,75.0,56.0,51.0,56.0,81.0,65.0,51.0,72.0,70.0,70.0,70.0,60.0,63.0,64.0,74.0,57.0,57.0,73.0,65.0,41.0,61.0,40.0,65.0,50.0,50.0,70.0,66.0,49.0,50.0,68.0,3.7,59.8
56.0,60.0,45.0,22.0,50.0,45.0,58.0,45.0,45.0,50.0,57.0,52.0,41.0,47.0,16.0,30.0,46.0,43.0,60.0,73.0,0.0,43.0,63.0,2.0,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,46.5
68.0,71.0,61.0,54.0,51.0,50.0,70.0,59.0,48.0,25.0,48.0,46.0,41.0,45.0,30.0,68.0,42.0,50.0,78.0,45.0,47.0,51.0,54.0,63.0,18.0,45.0,61.0,27.0,37.0,78.0,37.0,84.0,50.0,54.0,46.0,45.0,63.0,34.0,32.0,52.0,50.0,50.7
50.0,51.0,63.0,45.0,30.0,58.0,47.0,13.0,45.0,48.0,20.0,46.0,51.0,45.0,32.0,48.0,45.0,45.0,36.0,29.0,45.0,45.0,29.0,58.0,70.0,45.0,40.0,48.0,41.0,29.0,45.0,33.0,16.0,18.0,46.0,45.0,41.0,50.0,27.0,30.0,36.0,41.1
43.0,46.0,63.0,62.0,57.0,60.0,48.0,55.0,70.0,46.0,83.0,75.0,68.0,60.0,71.0,59.0,63.0,67.0,45.0,55.0,64.0,57.0,61.0,60.0,67.0,69.0,70.0,72.0,46.0,60.0,46.0,71.0,60.0,50.0,50.0,70.0,56.0,46.0,50.0,60.0,3.5,58.2
51.0,51.0,50.0,72.0,41.0,76.0,40.0,52.0,46.0,60.0,43.0,22.0,62.0,48.0,58.0,56.0,68.0,69.0,45.0,28.0,45.0,48.0,2.5,52.8,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,49.9
45.0,57.0,40.0,45.0,68.0,64.0,41.0,44.0,65.0,51.0,82.0,63.0,73.0,46.0,64.0,64.0,30.0,43.0,46.0,60.0,55.0,64.0,63.0,61.0,65.0,74.0,42.0,48.0,59.0,67.0,25.0,71.0,40.0,48.0,50.0,60.0,53.0,43.0,42.0,57.0,2.8,53.2
50.0,41.0,50.0,40.0,48.0,56.0,25.0,21.0,72.0,42.0,54.0,50.0,48.0,48.0,71.0,46.0,32.0,50.0,38.0,48.0,65.0,66.0,56.0,66.0,64.0,71.0,45.0,40.0,49.0,45.0,15.0,50.0,46.0,43.0,43.0,51.0,60.0,49.0,54.0,60.0,2.3,48.1
56.0,60.0,45.0,51.0,78.0,57.0,53.0,37.0,45.0,34.0,26.0,46.0,64.0,46.0,77.0,45.0,26.0,53.0,58.0,71.0,45.0,45.0,45.0,16.0,43.0,65.0,54.0,55.0,45.0,45.0,30.0,65.0,51.0,59.0,48.0,32.0,62.0,48.0,0.0,31.0,23.0,47.2
62.0,60.0,79.0,67.0,37.0,86.0,83.0,73.0,81.0,61.0,84.0,73.0,75.0,61.0,73.0,77.0,82.0,70.0,71.0,71.0,68.0,66.0,57.0,75.0,88.0,56.0,65.0,71.0,65.0,50.0,65.0,72.0,68.0,65.0,61.0,63.0,78.0,74.0,55.0,86.0,75.0,69.5
50.0,42.0,66.0,58.0,50.0,27.0,57.0,44.0,52.0,15.0,29.0,63.0,45.0,19.0,26.0,39.0,39.0,40.0,38.0,67.0,45.0,30.0,50.0,45.0,46.0,38.0,47.0,31.0,16.0,50.0,50.0,44.0,47.0,41.0,57.0,40.0,45.0,58.0,35.0,30.0,30.0,42.5
57.0,77.0,50.0,68.0,84.0,71.0,52.0,25.0,74.0,57.0,77.0,77.0,68.0,85.0,64.0,75.0,63.0,87.0,60.0,75.0,79.0,72.0,63.0,51.0,72.0,73.0,70.0,47.0,77.0,56.0,83.0,4.1,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,62.0
45.0,59.0,51.0,46.0,52.0,36.0,47.0,28.0,57.0,24.0,60.0,53.0,48.0,0.0,51.0,30.0,52.0,36.0,49.0,49.0,56.0,67.0,54.0,57.0,58.0,66.0,65.0,57.0,45.0,55.0,40.0,45.0,53.0,61.0,53.0,61.0,51.0,49.0,45.0,42.0,2.3,47.7
50.0,58.0,58.0,51.0,40.0,32.0,78.0,37.0,45.0,54.0,49.0,50.0,28.0,50.0,47.0,52.0,61.0,51.0,50.0,46.0,55.0,48.0,63.0,76.0,63.0,54.0,45.0,50.0,30.0,63.0,61.0,40.0,12.0,62.0,53.0,41.0,31.0,50.0,41.0,50.0,47.0,49.3
33.0,53.0,54.0,48.0,40.0,54.0,55.0,65.0,60.0,60.0,60.0,56.0,50.0,52.0,48.0,54.0,75.0,61.0,56.0,53.0,68.0,68.0,48.0,71.0,46.0,48.0,3.1,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,52.2
60.0,64.0,58.0,45.0,30.0,72.0,81.0,57.0,79.0,51.0,76.0,77.0,72.0,59.0,81.0,80.0,77.0,72.0,45.0,60.0,80.0,74.0,62.0,74.0,73.0,70.0,75.0,50.0,70.0,84.0,80.0,66.0,71.0,58.0,65.0,72.0,81.0,71.0,46.0,55.0,87.0,67.3
54.0,72.0,61.0,54.0,71.0,70.0,66.0,62.0,78.0,60.0,51.0,78.0,40.0,43.0,31.0,44.0,50.0,58.0,72.0,43.0,40.0,48.0,52.0,55.0,60.0,70.0,47.0,49.0,66.0,65.0,57.0,40.0,63.0,56.0,40.0,45.0,36.0,47.0,53.0,50.0,74.0,55.4
55.0,65.0,60.0,54.0,53.0,73.0,50.0,43.0,66.0,66.0,81.0,68.0,71.0,60.0,65.0,72.0,63.0,68.0,63.0,60.0,65.0,60.0,57.0,68.0,79.0,66.0,78.0,66.0,73.0,41.0,70.0,41.0,55.0,40.0,60.0,70.0,69.0,50.0,54.0,65.0,3.7,60.7
42.0,45.0,38.0,45.0,65.0,38.0,35.0,0.0,30.0,50.0,28.0,60.0,52.0,33.0,44.0,56.0,38.0,48.0,33.0,47.0,45.0,50.0,23.0,45.0,24.0,38.0,45.0,34.0,68.0,26.0,38.0,1.2,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.8
16.0,45.0,22.0,35.0,57.0,50.0,29.0,40.0,73.0,40.0,63.0,50.0,64.0,54.0,57.0,48.0,22.0,72.0,29.0,48.0,55.0,64.0,47.0,55.0,60.0,45.0,58.0,50.0,45.0,41.0,61.0,40.0,34.0,58.0,47.0,51.0,41.0,24.0,50.0,52.0,2.2,46.2
53.0,56.0,34.0,53.0,50.0,49.0,40.0,58.0,24.0,23.0,38.0,64.0,55.0,45.0,70.0,46.0,45.0,61.0,45.0,50.0,45.0,33.0,51.0,52.0,19.0,68.0,60.0,46.0,70.0,37.0,45.0,24.0,45.0,52.0,47.0,50.0,53.0,37.0,31.0,62.0,54.0,47.3
62.0,68.0,51.0,51.0,45.0,50.0,50.0,55.0,66.0,35.0,55.0,50.0,51.0,23.0,60.0,79.0,45.0,51.0,72.0,57.0,47.0,43.0,63.0,73.0,47.0,58.0,80.0,53.0,45.0,60.0,50.0,50.0,54.0,65.0,45.0,53.0,61.0,61.0,30.0,50.0,53.0,54.1
